Type,Rooms,Repair Subject,Subject Details,Issue,Priority
Suite,Bathroom - Half,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Bathroom - Half,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Bathroom - Half,Electrical,Outlet,Loose from wall,STANDARD
Suite,Bathroom - Half,Electrical,Outlet,No power,EMERGENCY
Suite,Bathroom - Half,Electrical,Outlet,Not In List,STANDARD
Suite,Bathroom - Half,Electrical,Outlet,Sparks,EMERGENCY
Suite,Bathroom - Half,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Bathroom - Half,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Bathroom - Half,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Bathroom - Half,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Bathroom - Half,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Bathroom - Half,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Bathroom - Half,Flooring,Floor General,Leak,EMERGENCY
Suite,Bathroom - Half,Flooring,Floor General,Not In List,STANDARD
Suite,Bathroom - Half,Flooring,Hardwood,Loose boards,STANDARD
Suite,Bathroom - Half,Flooring,Hardwood,Not In List,STANDARD
Suite,Bathroom - Half,Flooring,Hardwood,Warped,STANDARD
Suite,Bathroom - Half,Flooring,Vinyl / Tile,Needs caulk,STANDARD
Suite,Bathroom - Half,Flooring,Vinyl / Tile,Not In List,STANDARD
Suite,Bathroom - Half,Flooring,Vinyl / Tile,Tile loose,STANDARD
Suite,Bathroom - Half,Glass Door / Window,Window,Broken glass,EMERGENCY
Suite,Bathroom - Half,Glass Door / Window,Window,Fogged,STANDARD
Suite,Bathroom - Half,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Bathroom - Half,Glass Door / Window,Window,Not In List,STANDARD
Suite,Bathroom - Half,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Bathroom - Half,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Bathroom - Half,Janitorial,Clean,Not In List,STANDARD
Suite,Bathroom - Half,Janitorial,Deodorize,Not In List,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Ants,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Bees,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Fleas,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Not In List,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Roaches,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Scorpions,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Silverfish,STANDARD
Suite,Bathroom - Half,Pest Control,Insects,Spiders,STANDARD
Suite,Bathroom - Half,Pest Control,Pests,Birds,STANDARD
Suite,Bathroom - Half,Pest Control,Pests,Mice,STANDARD
Suite,Bathroom - Half,Pest Control,Pests,Not In List,STANDARD
Suite,Bathroom - Half,Pest Control,Pests,Rats,STANDARD
Suite,Bathroom - Half,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
Suite,Bathroom - Half,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Faucet drips,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Handle broken,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Leak at faucet stem,EMERGENCY
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Low water pressure,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,No water,EMERGENCY
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Not In List,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Stopper does not work,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Faucet,Stopper missing,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Chip in sink,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Leak under sink,EMERGENCY
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Not In List,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Sewer back-up,EMERGENCY
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Sink will not hold water,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Stopper missing,STANDARD
Suite,Bathroom - Half,Plumbing,Lavatory Sink,Will not drain,STANDARD
Suite,Bathroom - Half,Plumbing,Low water pressure,,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Back loose from base,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Base loose from floor,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Broken seat,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Constantly runs,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Leak at base,EMERGENCY
Suite,Bathroom - Half,Plumbing,Toilet,Leak at tank,EMERGENCY
Suite,Bathroom - Half,Plumbing,Toilet,Runs intermittently,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Sewer back-up,EMERGENCY
Suite,Bathroom - Half,Plumbing,Toilet,Stopped Up (Only one in unit),EMERGENCY
Suite,Bathroom - Half,Plumbing,Toilet,Stopped up (Other working toilet available),STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Tank lid broken,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Water valve dripping,EMERGENCY
Suite,Bathroom - Half,Plumbing,Toilet,Will not fill,STANDARD
Suite,Bathroom - Half,Plumbing,Toilet,Will not flush,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Leak above shower or tub,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Bathroom - Half,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Bathroom - Half,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Bathroom - Hallway,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Medicine Cabinet,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Mirror,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Not In List,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Shower rod,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Soap dish,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Toilet tissue holder,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Towel bar,STANDARD
Suite,Bathroom - Hallway,Bath Accessories,Hardware,Towel ring,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Bathroom - Hallway,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Not In List,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Will not close,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Will not open,STANDARD
Suite,Bathroom - Hallway,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
Suite,Bathroom - Hallway,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
Suite,Bathroom - Hallway,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
Suite,Bathroom - Hallway,Carpentry,Counter Top / Vanity,Damaged,STANDARD
Suite,Bathroom - Hallway,Carpentry,Counter Top / Vanity,Not In List,STANDARD
Suite,Bathroom - Hallway,Carpentry,Shelves,Damaged,STANDARD
Suite,Bathroom - Hallway,Carpentry,Shelves,Not In List,STANDARD
Suite,Bathroom - Hallway,Carpentry,Shelves,Paint,STANDARD
Suite,Bathroom - Hallway,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Bathroom - Hallway,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
Suite,Bathroom - Hallway,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Bathroom - Hallway,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Bathroom - Hallway,Carpentry,Window sill,Damaged,STANDARD
Suite,Bathroom - Hallway,Carpentry,Window sill,Not In List,STANDARD
Suite,Bathroom - Hallway,Carpentry,Window sill,Paint,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Will not open,STANDARD
Suite,Bathroom - Hallway,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Door stop,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Hard to open,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Not In List,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Will not close,STANDARD
Suite,Bathroom - Hallway,Doors,Interior Doors,Will not latch,STANDARD
Suite,Bathroom - Hallway,Doors,Sliding Doors,Comes off track,STANDARD
Suite,Bathroom - Hallway,Doors,Sliding Doors,Not In List,STANDARD
Suite,Bathroom - Hallway,Doors,Sliding Doors,Will not slide,STANDARD
Suite,Bathroom - Hallway,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Bathroom - Hallway,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Bathroom - Hallway,Electrical,Light Switch,Does not work,STANDARD
Suite,Bathroom - Hallway,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Bathroom - Hallway,Electrical,Light Switch,Not In List,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
Suite,Bathroom - Hallway,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Bathroom - Hallway,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Bathroom - Hallway,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Bathroom - Hallway,Electrical,Outlet,Loose from wall,STANDARD
Suite,Bathroom - Hallway,Electrical,Outlet,No power,EMERGENCY
Suite,Bathroom - Hallway,Electrical,Outlet,Not In List,STANDARD
Suite,Bathroom - Hallway,Electrical,Outlet,Sparks,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Bathroom - Hallway,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Bathroom - Hallway,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Bathroom - Hallway,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Bathroom - Hallway,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Bathroom - Hallway,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Bathroom - Hallway,Flooring,Floor General,Leak,EMERGENCY
Suite,Bathroom - Hallway,Flooring,Floor General,Not In List,STANDARD
Suite,Bathroom - Hallway,Flooring,Hardwood,Loose boards,STANDARD
Suite,Bathroom - Hallway,Flooring,Hardwood,Not In List,STANDARD
Suite,Bathroom - Hallway,Flooring,Hardwood,Warped,STANDARD
Suite,Bathroom - Hallway,Flooring,Vinyl / Tile,Needs caulk,STANDARD
Suite,Bathroom - Hallway,Flooring,Vinyl / Tile,Not In List,STANDARD
Suite,Bathroom - Hallway,Flooring,Vinyl / Tile,Tile loose,STANDARD
Suite,Bathroom - Hallway,Glass Door / Window,Window,Broken glass,EMERGENCY
Suite,Bathroom - Hallway,Glass Door / Window,Window,Fogged,STANDARD
Suite,Bathroom - Hallway,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Bathroom - Hallway,Glass Door / Window,Window,Not In List,STANDARD
Suite,Bathroom - Hallway,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Bathroom - Hallway,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Bathroom - Hallway,Janitorial,Clean,Not In List,STANDARD
Suite,Bathroom - Hallway,Janitorial,Deodorize,Not In List,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Ants,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Bees,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Fleas,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Not In List,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Roaches,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Scorpions,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Silverfish,STANDARD
Suite,Bathroom - Hallway,Pest Control,Insects,Spiders,STANDARD
Suite,Bathroom - Hallway,Pest Control,Pests,Birds,STANDARD
Suite,Bathroom - Hallway,Pest Control,Pests,Mice,STANDARD
Suite,Bathroom - Hallway,Pest Control,Pests,Not In List,STANDARD
Suite,Bathroom - Hallway,Pest Control,Pests,Rats,STANDARD
Suite,Bathroom - Hallway,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
Suite,Bathroom - Hallway,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Faucet drips,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Handle broken,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Leak at faucet stem,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Low water pressure,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,No water,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Not In List,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Stopper does not work,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Faucet,Stopper missing,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Chip in sink,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Leak under sink,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Not In List,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Sewer back-up,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Sink will not hold water,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Stopper missing,STANDARD
Suite,Bathroom - Hallway,Plumbing,Lavatory Sink,Will not drain,STANDARD
Suite,Bathroom - Hallway,Plumbing,Low water pressure,,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Back loose from base,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Base loose from floor,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Broken seat,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Constantly runs,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Leak at base,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Toilet,Leak at tank,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Toilet,Not In List,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Runs intermittently,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Sewer back-up,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Toilet,Stopped Up (Only one in unit),EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Toilet,Stopped up (Other working toilet available),STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Tank lid broken,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Water valve dripping,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Toilet,Will not fill,STANDARD
Suite,Bathroom - Hallway,Plumbing,Toilet,Will not flush,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Caulk or grout,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Ceramic tile repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Diverter not working,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Door repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Not In List,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Sewer back-up,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Shower head repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Shower rod repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Soap dish repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Stopper does not work / missing,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Tub / shower will not drain,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Tub spout repair,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Tub will not hold water,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub / Shower,Water on floor when showering,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Tub/Shower Faucet,Faucet drips,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub/Shower Faucet,Handle broken,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub/Shower Faucet,Low water pressure,STANDARD
Suite,Bathroom - Hallway,Plumbing,Tub/Shower Faucet,No water,EMERGENCY
Suite,Bathroom - Hallway,Plumbing,Tub/Shower Faucet,Not In List,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Leak above shower or tub,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Bathroom - Hallway,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Bathroom - Master,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Medicine Cabinet,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Mirror,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Not In List,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Shower rod,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Soap dish,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Toilet tissue holder,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Towel bar,STANDARD
Suite,Bathroom - Master,Bath Accessories,Hardware,Towel ring,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Bathroom - Master,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Not In List,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Will not close,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Will not open,STANDARD
Suite,Bathroom - Master,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
Suite,Bathroom - Master,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
Suite,Bathroom - Master,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
Suite,Bathroom - Master,Carpentry,Counter Top / Vanity,Damaged,STANDARD
Suite,Bathroom - Master,Carpentry,Counter Top / Vanity,Not In List,STANDARD
Suite,Bathroom - Master,Carpentry,Shelves,Damaged,STANDARD
Suite,Bathroom - Master,Carpentry,Shelves,Not In List,STANDARD
Suite,Bathroom - Master,Carpentry,Shelves,Paint,STANDARD
Suite,Bathroom - Master,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Bathroom - Master,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
